participant_code,task,block,trial_index,trial_type,valence,image,stim_dur_s,isi_s,response_key,rt_s,accuracy,device,n_channels,sampling_rate_hz,reference,montage_description,roi_n100,roi_p300,roi_lpp
A003,lpp_viewing,lpp,77,view,neutral,stimuli/neutral/neu_028.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,78,view,negative,stimuli/negative/neg_023.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,79,view,negative,stimuli/negative/neg_014.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,80,view,neutral,stimuli/neutral/neu_003.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,81,view,neutral,stimuli/neutral/neu_016.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,82,view,negative,stimuli/negative/neg_008.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,83,view,neutral,stimuli/neutral/neu_027.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,84,view,neutral,stimuli/neutral/neu_014.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,85,view,negative,stimuli/negative/neg_017.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,86,view,positive,stimuli/positive/pos_002.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,87,view,positive,stimuli/positive/pos_012.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,88,view,positive,stimuli/positive/pos_027.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,89,view,neutral,stimuli/neutral/neu_025.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
A003,lpp_viewing,lpp,90,view,neutral,stimuli/neutral/neu_013.jpg,2.0,0.5,,,,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
